Version,File Name,LOC,LOC_touched,NR,NFix,NAuth,LOC_added,MAX_LOC_added,AVG_LOC_added,Churn,MAX_Churn,AVG_Churn,Age,Buggy
1,src/java/jmx/org/apache/zookeeper/server/ObservableNIOServerCnxn.java,85,103,3,0,1,94,83,31,85,83,28,20,NO
1,src/java/jmx/org/apache/zookeeper/server/ObservableZooKeeperServer.java,56,102,6,0,3,79,50,13,56,50,9,20,NO
1,src/java/jmx/org/apache/zookeeper/server/ZooKeeperObserverNotifier.java,76,94,3,0,1,85,74,28,76,74,25,20,NO
1,src/java/jmx/org/apache/zookeeper/server/quorum/ManagedQuorumPeer.java,225,405,7,1,3,315,243,45,225,243,32,20,YES
1,src/java/jmx/org/apache/zookeeper/server/quorum/ManagedQuorumPeerMain.java,132,194,4,1,2,163,142,40,132,142,33,10,YES
1,src/java/jmx/org/apache/zookeeper/server/quorum/ObservableFollower.java,78,96,3,0,1,87,76,29,78,76,26,20,NO
1,src/java/jmx/org/apache/zookeeper/server/quorum/ObservableFollowerZooKeeperServer.java,55,79,4,0,2,67,53,16,55,53,13,20,NO
1,src/java/jmx/org/apache/zookeeper/server/quorum/ObservableLeader.java,82,100,3,0,1,91,80,30,82,80,27,20,NO
1,src/java/jmx/org/apache/zookeeper/server/quorum/ObservableLeaderZooKeeperServer.java,55,79,4,0,2,67,53,16,55,53,13,20,NO
1,src/java/jmx/org/apache/zookeeper/server/quorum/ObservableQuorumPeer.java,115,217,7,1,3,166,107,23,115,107,16,20,YES
1,src/java/jmx/org/apache/zookeeper/server/util/ConnectionObserver.java,38,52,3,0,1,45,36,15,38,36,12,41,NO
1,src/java/jmx/org/apache/zookeeper/server/util/DataTreeObserver.java,53,69,3,0,1,61,51,20,53,51,17,20,NO
1,src/java/jmx/org/apache/zookeeper/server/util/EventInfo.java,30,42,3,0,1,36,28,12,30,28,10,41,NO
1,src/java/jmx/org/apache/zookeeper/server/util/ObservableComponent.java,34,46,3,0,1,40,32,13,34,32,11,41,NO
1,src/java/jmx/org/apache/zookeeper/server/util/ObserverManager.java,95,107,3,0,1,101,93,33,95,93,31,20,NO
1,src/java/jmx/org/apache/zookeeper/server/util/QuorumPeerObserver.java,69,87,3,0,1,78,67,26,69,67,23,20,NO
1,src/java/jmx/org/apache/zookeeper/server/util/ServerObserver.java,38,52,3,0,1,45,36,15,38,36,12,41,NO
1,src/java/jmx/org/apache/zookeeper/server/util/ZooKeeperObserverManager.java,61,81,3,0,1,71,59,23,61,59,20,20,NO
1,src/java/main/org/apache/jute/BinaryInputArchive.java,132,134,3,0,1,133,132,44,132,132,44,51,NO
1,src/java/main/org/apache/jute/BinaryOutputArchive.java,149,151,3,0,1,150,149,50,149,149,49,51,NO
1,src/java/main/org/apache/jute/CsvInputArchive.java,210,212,3,0,1,211,210,70,210,210,70,51,NO
1,src/java/main/org/apache/jute/CsvOutputArchive.java,151,153,4,1,2,152,148,38,151,148,37,51,YES
1,src/java/main/org/apache/jute/Index.java,39,41,3,0,1,40,39,13,39,39,13,51,NO
1,src/java/main/org/apache/jute/InputArchive.java,45,47,3,0,1,46,45,15,45,45,15,51,NO
1,src/java/main/org/apache/jute/OutputArchive.java,48,50,3,0,1,49,48,16,48,48,16,51,NO
1,src/java/main/org/apache/jute/Record.java,33,35,3,0,1,34,33,11,33,33,11,51,NO
1,src/java/main/org/apache/jute/RecordReader.java,98,100,3,0,1,99,98,33,98,98,32,51,NO
1,src/java/main/org/apache/jute/RecordWriter.java,117,119,3,0,1,118,117,39,117,117,39,51,NO
1,src/java/main/org/apache/jute/Utils.java,278,284,4,1,2,281,276,70,278,276,69,51,YES
1,src/java/main/org/apache/jute/XmlInputArchive.java,251,253,3,0,1,252,251,84,251,251,83,51,NO
1,src/java/main/org/apache/jute/XmlOutputArchive.java,252,254,3,0,1,253,252,84,252,252,84,51,NO
1,src/java/main/org/apache/jute/compiler/CGenerator.java,88,96,3,0,1,92,84,30,88,84,29,51,NO
1,src/java/main/org/apache/jute/compiler/CppGenerator.java,83,91,4,0,1,87,79,21,83,79,20,51,NO
1,src/java/main/org/apache/jute/compiler/JBoolean.java,43,45,3,0,1,44,43,14,43,43,14,51,NO
1,src/java/main/org/apache/jute/compiler/JBuffer.java,107,121,3,0,1,114,107,38,107,107,35,51,NO
1,src/java/main/org/apache/jute/compiler/JByte.java,35,37,3,0,1,36,35,12,35,35,11,51,NO
1,src/java/main/org/apache/jute/compiler/JCompType.java,55,57,3,0,1,56,55,18,55,55,18,51,NO
1,src/java/main/org/apache/jute/compiler/JDouble.java,41,43,3,0,1,42,41,14,41,41,13,51,NO
1,src/java/main/org/apache/jute/compiler/JField.java,99,101,3,0,1,100,99,33,99,99,33,51,NO
1,src/java/main/org/apache/jute/compiler/JFile.java,75,85,4,0,1,80,73,20,75,73,18,51,NO
1,src/java/main/org/apache/jute/compiler/JFloat.java,40,42,3,0,1,41,40,13,40,40,13,51,NO
1,src/java/main/org/apache/jute/compiler/JInt.java,35,37,3,0,1,36,35,12,35,35,11,51,NO
1,src/java/main/org/apache/jute/compiler/JLong.java,39,41,3,0,1,40,39,13,39,39,13,51,NO
1,src/java/main/org/apache/jute/compiler/JMap.java,101,105,3,0,1,103,101,34,101,101,33,51,NO
1,src/java/main/org/apache/jute/compiler/JRecord.java,508,516,4,0,1,512,508,128,508,508,127,51,NO
1,src/java/main/org/apache/jute/compiler/JString.java,47,49,3,0,1,48,47,16,47,47,15,51,NO
1,src/java/main/org/apache/jute/compiler/JType.java,142,144,3,0,1,143,142,47,142,142,47,51,NO
1,src/java/main/org/apache/jute/compiler/JVector.java,106,108,3,0,1,107,106,35,106,106,35,51,NO
1,src/java/main/org/apache/jute/compiler/JavaGenerator.java,62,68,4,0,1,65,59,16,62,59,15,51,NO
1,src/java/main/org/apache/jute/compiler/generated/ParseException.java,210,212,3,0,1,211,210,70,210,210,70,51,NO
1,src/java/main/org/apache/jute/compiler/generated/Rcc.java,525,575,4,0,1,550,519,137,525,519,131,51,NO
1,src/java/main/org/apache/jute/compiler/generated/RccConstants.java,88,90,3,0,1,89,88,29,88,88,29,51,NO
1,src/java/main/org/apache/jute/compiler/generated/RccTokenManager.java,833,837,3,0,1,835,833,278,833,833,277,51,NO
1,src/java/main/org/apache/jute/compiler/generated/SimpleCharStream.java,457,459,3,0,1,458,457,152,457,457,152,51,NO
1,src/java/main/org/apache/jute/compiler/generated/Token.java,99,101,3,0,1,100,99,33,99,99,33,51,NO
1,src/java/main/org/apache/jute/compiler/generated/TokenMgrError.java,151,153,3,0,1,152,151,50,151,151,50,51,NO
1,src/java/main/org/apache/zookeeper/AsyncCallback.java,52,70,3,0,1,61,50,20,52,50,17,51,NO
1,src/java/main/org/apache/zookeeper/ClientCnxn.java,1031,1407,17,4,4,1219,858,71,1031,858,60,51,YES
1,src/java/main/org/apache/zookeeper/ClientWatchManager.java,39,49,3,0,2,44,41,14,39,41,13,41,NO
1,src/java/main/org/apache/zookeeper/CreateMode.java,89,89,1,0,1,89,89,89,89,89,89,7,NO
1,src/java/main/org/apache/zookeeper/KeeperException.java,336,350,4,0,1,343,334,85,336,334,84,51,NO
1,src/java/main/org/apache/zookeeper/ServerAdminClient.java,312,894,5,0,2,603,264,120,312,262,62,51,NO
1,src/java/main/org/apache/zookeeper/Version.java,78,96,3,0,1,87,76,29,78,76,26,36,NO
1,src/java/main/org/apache/zookeeper/WatchedEvent.java,81,85,2,0,1,83,73,41,81,73,40,4,NO
1,src/java/main/org/apache/zookeeper/Watcher.java,107,183,6,0,1,145,71,24,107,64,17,51,NO
1,src/java/main/org/apache/zookeeper/ZooDefs.java,112,142,6,0,2,127,114,21,112,114,18,51,NO
1,src/java/main/org/apache/zookeeper/ZooKeeper.java,1030,2074,18,4,3,1552,1122,86,1030,1122,57,51,YES
1,src/java/main/org/apache/zookeeper/ZooKeeperMain.java,232,260,6,0,2,246,228,41,232,228,38,10,NO
1,src/java/main/org/apache/zookeeper/server/ByteBufferInputStream.java,72,86,3,0,1,79,70,26,72,70,24,51,NO
1,src/java/main/org/apache/zookeeper/server/DataNode.java,125,203,9,0,3,164,94,18,125,94,13,51,YES
1,src/java/main/org/apache/zookeeper/server/DataTree.java,798,932,14,0,3,865,560,61,798,560,57,51,NO
1,src/java/main/org/apache/zookeeper/server/FinalRequestProcessor.java,265,345,9,2,4,305,244,33,265,244,29,51,YES
1,src/java/main/org/apache/zookeeper/server/LogFormatter.java,72,96,4,0,2,84,70,21,72,70,18,51,NO
1,src/java/main/org/apache/zookeeper/server/NIOServerCnxn.java,873,2661,11,1,4,1767,850,160,873,848,79,51,YES
1,src/java/main/org/apache/zookeeper/server/PrepRequestProcessor.java,460,558,12,1,4,509,444,42,460,444,38,51,YES
1,src/java/main/org/apache/zookeeper/server/PurgeTxnLog.java,94,322,5,0,2,208,85,41,94,83,18,50,YES
1,src/java/main/org/apache/zookeeper/server/Request.java,197,251,7,1,4,224,188,32,197,188,28,51,YES
1,src/java/main/org/apache/zookeeper/server/RequestProcessor.java,37,51,3,0,1,44,35,14,37,35,12,51,NO
1,src/java/main/org/apache/zookeeper/server/ServerCnxn.java,78,104,5,0,1,91,75,18,78,75,15,51,YES
1,src/java/main/org/apache/zookeeper/server/ServerConfig.java,69,139,4,0,1,104,67,26,69,67,17,35,NO
1,src/java/main/org/apache/zookeeper/server/ServerStats.java,140,156,4,0,2,148,135,37,140,135,35,29,NO
1,src/java/main/org/apache/zookeeper/server/SessionTracker.java,58,74,3,0,1,66,56,22,58,56,19,51,NO
1,src/java/main/org/apache/zookeeper/server/SessionTrackerImpl.java,219,261,5,0,3,240,220,48,219,220,43,51,NO
1,src/java/main/org/apache/zookeeper/server/SyncRequestProcessor.java,132,1036,8,1,4,584,264,73,132,262,16,51,YES
1,src/java/main/org/apache/zookeeper/server/TraceFormatter.java,119,139,4,0,2,129,117,32,119,117,29,51,NO
1,src/java/main/org/apache/zookeeper/server/WatchManager.java,113,149,5,0,1,131,108,26,113,108,22,51,NO
1,src/java/main/org/apache/zookeeper/server/ZooKeeperServer.java,610,1806,12,1,4,1208,924,100,610,924,50,51,YES
1,src/java/main/org/apache/zookeeper/server/ZooKeeperServerMain.java,80,88,2,0,2,84,74,42,80,74,40,10,NO
1,src/java/main/org/apache/zookeeper/server/ZooTrace.java,92,294,5,0,2,193,92,38,92,90,18,24,NO
1,src/java/main/org/apache/zookeeper/server/auth/AuthenticationProvider.java,81,97,3,0,1,89,79,29,81,79,27,51,NO
1,src/java/main/org/apache/zookeeper/server/auth/DigestAuthenticationProvider.java,127,401,4,0,1,264,127,66,127,125,31,51,NO
1,src/java/main/org/apache/zookeeper/server/auth/HostAuthenticationProvider.java,67,87,3,0,1,77,65,25,67,65,22,51,NO
1,src/java/main/org/apache/zookeeper/server/auth/IPAuthenticationProvider.java,115,135,3,0,1,125,113,41,115,113,38,51,NO
1,src/java/main/org/apache/zookeeper/server/auth/ProviderRegistry.java,78,236,5,1,2,157,70,31,78,68,15,29,YES
1,src/java/main/org/apache/zookeeper/server/persistence/FileSnap.java,159,181,5,1,3,170,134,34,159,134,31,3,YES
1,src/java/main/org/apache/zookeeper/server/persistence/FileTxnLog.java,485,497,4,1,2,491,480,122,485,480,121,3,YES
1,src/java/main/org/apache/zookeeper/server/persistence/FileTxnSnapLog.java,246,262,4,0,3,254,236,63,246,236,61,3,YES
1,src/java/main/org/apache/zookeeper/server/persistence/SnapShot.java,60,62,2,0,2,61,59,30,60,59,30,3,NO
1,src/java/main/org/apache/zookeeper/server/persistence/TxnLog.java,115,115,1,0,1,115,115,115,115,115,115,3,NO
1,src/java/main/org/apache/zookeeper/server/persistence/Util.java,305,369,3,1,3,337,336,112,305,336,101,3,YES
1,src/java/main/org/apache/zookeeper/server/quorum/AckRequestProcessor.java,45,63,3,0,1,54,43,18,45,43,15,51,NO
1,src/java/main/org/apache/zookeeper/server/quorum/AuthFastLeaderElection.java,898,2802,8,2,3,1850,908,231,898,906,112,33,YES
1,src/java/main/org/apache/zookeeper/server/quorum/CommitProcessor.java,189,597,7,2,4,393,177,56,189,175,27,51,YES
1,src/java/main/org/apache/zookeeper/server/quorum/Election.java,26,32,4,1,2,29,18,7,26,18,6,33,YES
1,src/java/main/org/apache/zookeeper/server/quorum/FastLeaderElection.java,626,918,11,4,4,772,501,70,626,501,56,33,YES
1,src/java/main/org/apache/zookeeper/server/quorum/Follower.java,378,1194,9,2,3,786,369,87,378,366,42,51,YES
1,src/java/main/org/apache/zookeeper/server/quorum/FollowerHandler.java,395,1253,9,1,4,824,391,91,395,389,43,51,YES
1,src/java/main/org/apache/zookeeper/server/quorum/FollowerRequestProcessor.java,107,131,7,2,4,119,96,17,107,96,15,51,YES
1,src/java/main/org/apache/zookeeper/server/quorum/FollowerSessionTracker.java,85,103,3,0,1,94,83,31,85,83,28,51,NO
1,src/java/main/org/apache/zookeeper/server/quorum/FollowerSyncRequest.java,34,34,2,1,2,34,18,17,34,18,17,3,YES
1,src/java/main/org/apache/zookeeper/server/quorum/FollowerZooKeeperServer.java,177,241,9,2,4,209,168,23,177,168,19,51,YES
1,src/java/main/org/apache/zookeeper/server/quorum/Leader.java,633,837,9,3,4,735,587,81,633,587,70,51,YES
1,src/java/main/org/apache/zookeeper/server/quorum/LeaderElection.java,194,236,7,3,3,215,178,30,194,178,27,51,YES
1,src/java/main/org/apache/zookeeper/server/quorum/LeaderZooKeeperServer.java,88,124,6,1,3,106,83,17,88,83,14,51,YES
1,src/java/main/org/apache/zookeeper/server/quorum/ProposalRequestProcessor.java,76,128,5,2,3,102,73,20,76,73,15,51,YES
1,src/java/main/org/apache/zookeeper/server/quorum/QuorumCnxManager.java,564,972,6,2,3,768,623,128,564,623,94,33,YES
1,src/java/main/org/apache/zookeeper/server/quorum/QuorumPeer.java,590,2428,14,4,4,1509,573,107,590,571,42,51,YES
1,src/java/main/org/apache/zookeeper/server/quorum/QuorumPeerConfig.java,230,710,8,1,2,470,210,58,230,208,28,35,YES
1,src/java/main/org/apache/zookeeper/server/quorum/QuorumPeerMain.java,110,124,3,1,2,117,112,39,110,112,36,10,YES
1,src/java/main/org/apache/zookeeper/server/quorum/QuorumStats.java,81,149,5,0,2,115,76,23,81,76,16,29,NO
1,src/java/main/org/apache/zookeeper/server/quorum/SendAckRequestProcessor.java,54,74,3,0,1,64,52,21,54,52,18,51,NO
1,src/java/main/org/apache/zookeeper/server/quorum/Vote.java,69,85,5,2,2,77,45,15,69,45,13,33,NO
1,src/java/main/org/apache/zookeeper/server/upgrade/DataNodeV1.java,129,129,1,0,1,129,129,129,129,129,129,51,NO
1,src/java/main/org/apache/zookeeper/server/upgrade/DataTreeV1.java,582,582,1,0,1,582,582,582,582,582,582,51,NO
1,src/java/main/org/apache/zookeeper/server/upgrade/UpgradeMain.java,181,181,1,0,1,181,181,181,181,181,181,1,NO
1,src/java/main/org/apache/zookeeper/server/upgrade/UpgradeSnapShot.java,33,33,1,0,1,33,33,33,33,33,33,51,NO
1,src/java/main/org/apache/zookeeper/server/upgrade/UpgradeSnapShotV1.java,323,323,1,0,1,323,323,323,323,323,323,1,NO
1,src/java/main/org/apache/zookeeper/server/util/Profiler.java,40,134,4,0,1,87,40,21,40,38,10,41,NO
1,src/java/main/org/apache/zookeeper/server/util/SerializeUtils.java,105,105,1,0,1,105,105,105,105,105,105,3,NO
1,src/java/main/org/apache/zookeeper/version/util/VerGen.java,120,214,6,0,2,167,109,27,120,109,20,35,NO
1,src/java/test/org/apache/zookeeper/server/CRCTest.java,155,155,1,0,1,155,155,155,155,155,155,0,NO
1,src/java/test/org/apache/zookeeper/server/DataTreeUnitTest.java,56,56,1,0,1,56,56,56,56,56,56,30,NO
1,src/java/test/org/apache/zookeeper/server/DeserializationPerfTest.java,106,120,3,0,1,113,88,37,106,88,35,27,NO
1,src/java/test/org/apache/zookeeper/server/SerializationPerfTest.java,113,133,4,0,2,123,94,30,113,94,28,27,NO
1,src/java/test/org/apache/zookeeper/server/ZooKeeperServerTest.java,91,257,5,0,2,174,70,34,91,70,18,29,NO
1,src/java/test/org/apache/zookeeper/test/ACLTest.java,155,155,1,0,1,155,155,155,155,155,155,1,NO
1,src/java/test/org/apache/zookeeper/test/AsyncOps.java,500,510,3,1,3,505,487,168,500,487,166,7,YES
1,src/java/test/org/apache/zookeeper/test/AsyncOpsTest.java,178,182,2,1,2,180,178,90,178,178,89,7,YES
1,src/java/test/org/apache/zookeeper/test/AsyncTest.java,277,687,8,0,3,482,208,60,277,208,34,50,NO
1,src/java/test/org/apache/zookeeper/test/ClientBase.java,381,471,13,1,3,426,182,32,381,157,29,17,NO
1,src/java/test/org/apache/zookeeper/test/ClientTest.java,737,1445,14,2,3,1091,336,77,737,336,52,50,YES
1,src/java/test/org/apache/zookeeper/test/CreateModeTest.java,81,81,1,0,1,81,81,81,81,81,81,7,NO
1,src/java/test/org/apache/zookeeper/test/DataTreeTest.java,62,110,7,0,3,86,58,12,62,58,8,30,NO
1,src/java/test/org/apache/zookeeper/test/DisconnectableZooKeeper.java,54,54,1,1,1,54,54,54,54,54,54,7,NO
1,src/java/test/org/apache/zookeeper/test/EventTypeTest.java,50,50,1,0,1,50,50,50,50,50,50,33,NO
1,src/java/test/org/apache/zookeeper/test/FLETest.java,321,401,2,1,2,361,193,180,321,193,160,3,YES
1,src/java/test/org/apache/zookeeper/test/GenerateLoad.java,505,565,6,0,2,535,479,89,505,479,84,50,NO
1,src/java/test/org/apache/zookeeper/test/IntegrityCheck.java,232,268,5,0,1,250,212,50,232,212,46,32,NO
1,src/java/test/org/apache/zookeeper/test/KeeperStateTest.java,50,50,1,0,1,50,50,50,50,50,50,33,NO
1,src/java/test/org/apache/zookeeper/test/LETest.java,132,138,2,2,2,135,131,67,132,131,66,5,YES
1,src/java/test/org/apache/zookeeper/test/OOMTest.java,149,195,7,0,2,172,124,24,149,124,21,50,NO
1,src/java/test/org/apache/zookeeper/test/QuorumTest.java,185,317,8,2,3,251,88,31,185,88,23,50,YES
1,src/java/test/org/apache/zookeeper/test/RecoveryTest.java,209,339,9,0,3,274,129,30,209,129,23,50,NO
1,src/java/test/org/apache/zookeeper/test/SessionTest.java,187,391,9,1,3,289,114,32,187,100,20,50,NO
1,src/java/test/org/apache/zookeeper/test/SledgeHammer.java,115,143,6,0,2,129,98,21,115,98,19,50,NO
1,src/java/test/org/apache/zookeeper/test/StatTest.java,205,205,2,0,2,205,198,102,205,198,102,2,NO
1,src/java/test/org/apache/zookeeper/test/SyncCallTest.java,96,140,3,0,2,118,114,39,96,114,32,11,NO
1,src/java/test/org/apache/zookeeper/test/TestHammer.java,62,78,5,0,2,70,43,14,62,43,12,50,NO
1,src/java/test/org/apache/zookeeper/test/UpgradeTest.java,110,110,1,0,1,110,110,110,110,110,110,1,NO
1,src/java/test/org/apache/zookeeper/test/WatchedEventTest.java,95,95,1,0,1,95,95,95,95,95,95,4,NO
1,src/java/test/org/apache/zookeeper/test/WatcherFuncTest.java,460,684,6,0,2,572,436,95,460,436,76,17,NO
1,src/java/test/org/apache/zookeeper/test/WatcherTest.java,284,312,4,0,3,298,166,74,284,165,71,4,YES
1,src/java/test/org/apache/zookeeper/test/ZooKeeperTestClient.java,392,490,7,0,3,441,375,63,392,375,56,50,NO
2,src/java/jmx/org/apache/zookeeper/jmx/CommonNames.java,29,0,0,0,0,0,0,0,0,0,0,47,NO
2,src/java/jmx/org/apache/zookeeper/jmx/MBeanRegistry.java,175,0,0,0,0,0,0,0,0,0,0,26,NO
2,src/java/jmx/org/apache/zookeeper/jmx/ZKMBeanInfo.java,36,0,0,0,0,0,0,0,0,0,0,47,NO
2,src/java/jmx/org/apache/zookeeper/jmx/server/ConnectionBean.java,112,0,0,0,0,0,0,0,0,0,0,26,NO
2,src/java/jmx/org/apache/zookeeper/jmx/server/ConnectionMXBean.java,68,0,0,0,0,0,0,0,0,0,0,26,NO
2,src/java/jmx/org/apache/zookeeper/jmx/server/DataTreeBean.java,88,0,0,0,0,0,0,0,0,0,0,26,NO
2,src/java/jmx/org/apache/zookeeper/jmx/server/DataTreeMXBean.java,46,0,0,0,0,0,0,0,0,0,0,26,NO
2,src/java/jmx/org/apache/zookeeper/jmx/server/ZooKeeperServerBean.java,117,0,0,0,0,0,0,0,0,0,0,26,NO
2,src/java/jmx/org/apache/zookeeper/jmx/server/ZooKeeperServerMXBean.java,74,0,0,0,0,0,0,0,0,0,0,26,NO
2,src/java/jmx/org/apache/zookeeper/jmx/server/quorum/FollowerBean.java,28,0,0,0,0,0,0,0,0,0,0,47,NO
2,src/java/jmx/org/apache/zookeeper/jmx/server/quorum/FollowerMXBean.java,26,0,0,0,0,0,0,0,0,0,0,47,NO
2,src/java/jmx/org/apache/zookeeper/jmx/server/quorum/LeaderBean.java,29,0,0,0,0,0,0,0,0,0,0,47,NO
2,src/java/jmx/org/apache/zookeeper/jmx/server/quorum/LeaderElectionBean.java,43,0,0,0,0,0,0,0,0,0,0,39,NO
2,src/java/jmx/org/apache/zookeeper/jmx/server/quorum/LeaderElectionMXBean.java,34,0,0,0,0,0,0,0,0,0,0,47,NO
2,src/java/jmx/org/apache/zookeeper/jmx/server/quorum/LeaderMXBean.java,26,0,0,0,0,0,0,0,0,0,0,47,NO
2,src/java/jmx/org/apache/zookeeper/jmx/server/quorum/LocalPeerBean.java,53,0,0,0,0,0,0,0,0,0,0,26,NO
2,src/java/jmx/org/apache/zookeeper/jmx/server/quorum/LocalPeerMXBean.java,34,0,0,0,0,0,0,0,0,0,0,47,NO
2,src/java/jmx/org/apache/zookeeper/jmx/server/quorum/QuorumBean.java,44,0,0,0,0,0,0,0,0,0,0,39,NO
2,src/java/jmx/org/apache/zookeeper/jmx/server/quorum/QuorumMXBean.java,33,0,0,0,0,0,0,0,0,0,0,47,NO
2,src/java/jmx/org/apache/zookeeper/jmx/server/quorum/RemotePeerBean.java,45,0,0,0,0,0,0,0,0,0,0,26,NO
2,src/java/jmx/org/apache/zookeeper/jmx/server/quorum/RemotePeerMXBean.java,33,0,0,0,0,0,0,0,0,0,0,47,NO
2,src/java/jmx/org/apache/zookeeper/jmx/server/quorum/ServerBean.java,38,0,0,0,0,0,0,0,0,0,0,47,NO
2,src/java/jmx/org/apache/zookeeper/jmx/server/quorum/ServerMXBean.java,33,0,0,0,0,0,0,0,0,0,0,47,NO
2,src/java/jmx/org/apache/zookeeper/server/ManagedZooKeeperServer.java,125,0,0,0,0,0,0,0,0,0,0,26,NO
2,src/java/jmx/org/apache/zookeeper/server/ManagedZooKeeperServerMain.java,86,9,1,0,1,8,8,8,7,7,7,15,NO
2,src/java/jmx/org/apache/zookeeper/server/ObservableDataTree.java,115,0,0,0,0,0,0,0,0,0,0,26,NO
2,src/java/jmx/org/apache/zookeeper/server/ObservableNIOServerCnxn.java,85,0,0,0,0,0,0,0,0,0,0,26,NO
2,src/java/jmx/org/apache/zookeeper/server/ObservableZooKeeperServer.java,56,0,0,0,0,0,0,0,0,0,0,26,NO
2,src/java/jmx/org/apache/zookeeper/server/ZooKeeperObserverNotifier.java,76,0,0,0,0,0,0,0,0,0,0,26,NO
2,src/java/jmx/org/apache/zookeeper/server/quorum/ManagedQuorumPeer.java,225,0,0,0,0,0,0,0,0,0,0,26,NO
2,src/java/jmx/org/apache/zookeeper/server/quorum/ManagedQuorumPeerMain.java,137,7,1,0,1,6,6,6,5,5,5,15,NO
2,src/java/jmx/org/apache/zookeeper/server/quorum/ObservableFollower.java,78,0,0,0,0,0,0,0,0,0,0,26,NO
2,src/java/jmx/org/apache/zookeeper/server/quorum/ObservableFollowerZooKeeperServer.java,55,0,0,0,0,0,0,0,0,0,0,26,NO
2,src/java/jmx/org/apache/zookeeper/server/quorum/ObservableLeader.java,82,0,0,0,0,0,0,0,0,0,0,26,NO
2,src/java/jmx/org/apache/zookeeper/server/quorum/ObservableLeaderZooKeeperServer.java,55,0,0,0,0,0,0,0,0,0,0,26,NO
2,src/java/jmx/org/apache/zookeeper/server/quorum/ObservableQuorumPeer.java,115,0,0,0,0,0,0,0,0,0,0,26,NO
